2.234246505917043546e-01,3.089402628159086395e-01,7.995450623834099435e-02,7.254211826880269109e-02,3.151384620852433205e-01
2.586909487965372012e-01,2.822962921792954716e-01,7.971042874260231281e-02,6.584865134661098407e-02,3.134536789349540165e-01
2.679363620725519479e-01,2.644191798649921377e-01,8.537219060976136698e-02,5.980087138910154115e-02,3.224713960635930965e-01
2.407735841348207506e-01,2.619672335735816482e-01,9.815950808675114048e-02,5.488624868612000662e-02,3.442134255187265235e-01
1.782957040453401754e-01,2.741729691867093033e-01,1.184915490720068881e-01,5.128618291564683573e-02,3.777535947802967975e-01
1.194062408812705950e-01,2.878285103204535900e-01,1.396711395809922263e-01,4.731918196299234047e-02,4.057749272542912067e-01
1.064220589222878571e-01,2.861653781773408900e-01,1.520377721230992407e-01,4.196649067296121666e-02,4.134083001043107886e-01
9.575268195432344587e-02,2.875339082578746708e-01,1.605183175219666025e-01,3.875093912193450923e-02,4.174441531439008757e-01
7.594985921112815119e-02,2.940794123666842230e-01,1.636522411832904977e-01,3.773343437741270151e-02,4.285850528614845167e-01
7.594985921112815119e-02,2.940794123666842230e-01,1.636522411832904977e-01,3.773343437741270151e-02,4.285850528614845167e-01
7.472615008873247089e-02,3.015739857853435568e-01,1.573713772730690463e-01,3.806555398174631122e-02,4.282629328711085037e-01
9.083439441802697301e-02,3.045279526774202772e-01,1.432861972688740937e-01,3.965545284201837939e-02,4.216960027936603184e-01
1.287965864104528568e-01,3.017144465797680919e-01,1.259683011456691482e-01,4.218976103127890925e-02,4.013309048328310147e-01
1.434309960628076253e-01,3.104899003752195630e-01,1.139659040993691863e-01,4.644515248063021268e-02,3.856680469819735446e-01
1.434309960628076253e-01,3.104899003752195630e-01,1.139659040993691863e-01,4.644515248063021268e-02,3.856680469819735446e-01
2.777763191559412537e-01,2.916034469926248596e-01,8.694008937329504583e-02,4.585905599623919110e-02,2.978210884818996429e-01
1.712013573757336649e-01,3.465007530952090020e-01,9.882268543621618162e-02,5.567349139006046860e-02,3.278017127027807454e-01
2.149965225557817217e-01,3.583970005853421292e-01,8.915462108621044490e-02,5.237971963711316598e-02,2.850721361355524897e-01
2.149965225557817217e-01,3.583970005853421292e-01,8.915462108621044490e-02,5.237971963711316598e-02,2.850721361355524897e-01
3.994386307170999517e-01,2.980888324400061129e-01,6.402492017596828067e-02,3.979102410080161828e-02,1.986565925661239462e-01
4.824827236384300333e-01,2.611301865559683688e-01,5.415022271353378547e-02,3.597995513864105793e-02,1.662569119534267614e-01
4.573500801832467433e-01,2.732048157160700819e-01,5.615589728078750759e-02,4.047351698175252754e-02,1.728156898381430218e-01
3.884939683568717772e-01,3.117822294680782647e-01,6.151132326562008118e-02,4.758628730386266908e-02,1.906261916055672079e-01
3.451361303093615218e-01,3.399605538346928690e-01,6.352271728900010794e-02,5.209081737354250702e-02,1.992897811934031260e-01
3.634264183282406857e-01,3.319095266432279256e-01,6.048451588430098919e-02,5.158843205550719957e-02,1.925911070887232068e-01
3.815027982760448855e-01,3.188763856946817410e-01,5.817448527906306927e-02,5.083294863385372925e-02,1.906133821163567554e-01
3.799251959714621818e-01,3.131445496606706236e-01,5.786304416687414881e-02,5.101999641343647751e-02,1.980472137875565197e-01
3.799251959714621818e-01,3.131445496606706236e-01,5.786304416687414881e-02,5.101999641343647751e-02,1.980472137875565197e-01
3.593773086559780006e-01,3.129010601632428723e-01,5.902228953838105363e-02,5.201766538006809271e-02,2.166816762623298975e-01
3.134499664271532815e-01,3.218977213588435915e-01,6.124990394586851683e-02,5.345293367187049782e-02,2.499494745962641817e-01
2.579712770644517761e-01,3.365469319517704339e-01,6.166208653028525805e-02,5.315143356510312889e-02,2.906682708883894239e-01
2.432609179386318599e-01,3.266815886956215831e-01,5.680141313149715543e-02,4.859539015824314995e-02,3.246606900760061754e-01
2.637463259311173536e-01,3.069042021103671192e-01,4.819614268006425922e-02,4.199942790670013054e-02,3.391539013717511097e-01
3.226983513290289651e-01,2.802689578741173193e-01,3.754549027817928597e-02,3.526990794603973578e-02,3.242172925726347632e-01
3.520764268485598869e-01,2.618204753657340511e-01,3.254263183152295708e-02,3.413098344162623227e-02,3.194294825125568171e-01
2.897140516399764332e-01,2.817038246052047668e-01,3.394123253217719988e-02,4.097836480671857712e-02,3.536625264159231063e-01
1.933496561108555556e-01,3.211843876341569093e-01,3.759097196567551952e-02,5.095044349098588193e-02,3.969245407983262308e-01
2.327412679854555244e-01,3.116614667483583734e-01,3.583753241885813401e-02,5.188368610884533383e-02,3.678760467384826760e-01
2.327412679854555244e-01,3.116614667483583734e-01,3.583753241885813401e-02,5.188368610884533383e-02,3.678760467384826760e-01
3.685806065813969634e-01,2.665657546018846413e-01,2.970367691988644310e-02,4.316643804665221823e-02,2.919835238501797270e-01
4.050346045523631755e-01,2.628398767772243683e-01,2.873781671475975422e-02,3.937706612626446639e-02,2.640106358293882183e-01
3.612042507470766273e-01,2.989266177579931183e-01,3.203014434357879386e-02,3.890489407709882275e-02,2.689340930742527003e-01
3.225971185179957734e-01,3.345035976607712014e-01,3.529972589689518020e-02,3.623725355361975126e-02,2.713623043707180105e-01
3.225971185179957734e-01,3.345035976607712014e-01,3.529972589689518020e-02,3.623725355361975126e-02,2.713623043707180105e-01
3.272217170704786460e-01,3.485215523762541512e-01,3.674686432578708195e-02,3.117637036092932301e-02,2.563334958665507979e-01
3.720810804102548941e-01,3.314722591675374197e-01,3.618774370350778813e-02,2.515756960549579355e-02,2.351013471132040178e-01
3.835100643608840287e-01,3.272663089211358955e-01,3.729422513316573567e-02,2.163042742914173672e-02,2.302989741556725201e-01
3.935606742106822487e-01,3.166785242390256494e-01,3.796103489373493789e-02,1.901315087155587211e-02,2.327866157850011775e-01
3.817305946957645912e-01,3.122276665013225538e-01,3.942828493217402641e-02,1.781679257059314361e-02,2.487966613001456051e-01
3.701154315530472139e-01,2.996440383275656982e-01,4.046891638543684971e-02,1.733558283452625234e-02,2.724360308994240865e-01
3.701154315530472139e-01,2.996440383275656982e-01,4.046891638543684971e-02,1.733558283452625234e-02,2.724360308994240865e-01
3.474029694149447511e-01,2.826032753711581469e-01,4.195741735416710916e-02,1.788876172797075614e-02,3.101475761317591950e-01
2.916866480930495054e-01,2.718641356673072718e-01,4.565278975402056044e-02,2.016697617115612365e-02,3.706294503144665353e-01
2.003115936724362001e-01,2.658799247746675976e-01,5.237479711135846483e-02,2.448337881952234243e-02,4.569503056220153847e-01
1.414857794981821681e-01,2.464065384248253221e-01,5.900465893371787535e-02,2.900670218850441573e-02,5.240963209547704338e-01
9.535833288692316390e-02,2.289980703999622835e-01,6.662242247968923337e-02,3.409419883322575839e-02,5.749269754001996580e-01
9.944563439926736026e-02,2.138214738613672672e-01,7.007295130142073003e-02,3.762891632379935375e-02,5.790310241141454206e-01
1.003172789942369941e-01,2.159521919443961324e-01,7.190836444210904621e-02,4.131636161398584417e-02,5.705058030052718721e-01
1.559200012885259279e-01,2.108571730055773807e-01,6.704955557130080901e-02,4.235467438267627449e-02,5.238185957519196911e-01
2.797195389465922388e-01,2.034873746215120904e-01,5.476482724728039958e-02,3.824516409901197733e-02,4.237830950856031342e-01
3.050427108206150151e-01,2.241225168630274212e-01,5.095487437329793146e-02,3.861503550553629233e-02,3.812648624375234996e-01
1.991098629875013293e-01,2.888980224558765908e-01,5.922888469874747208e-02,4.596005211305819599e-02,4.068031777448164465e-01
2.509778416884300700e-01,3.084302224491380917e-01,5.580519143237179513e-02,4.247296098143152343e-02,3.423137834486285058e-01
4.385424894193676870e-01,2.530711513438529403e-01,4.389663259213710811e-02,3.134052855403193089e-02,2.331491980906102712e-01
4.385424894193676870e-01,2.530711513438529403e-01,4.389663259213710811e-02,3.134052855403193089e-02,2.331491980906102712e-01
5.286488037747357760e-01,2.182151852549792659e-01,4.000893786372626548e-02,2.609805051007765136e-02,1.870290225964810760e-01
5.256051907486986030e-01,2.201166723536582825e-01,4.383601618702283320e-02,2.625998295727337631e-02,1.841821377533469084e-01
4.939252654128572506e-01,2.327112947442932511e-01,4.897330241993964883e-02,2.715750091488131762e-02,1.972326365080284971e-01
4.973952384310340591e-01,2.265334107258862584e-01,5.025960564619424281e-02,2.625446327202432192e-02,1.995572819248611907e-01
5.169109876187344410e-01,2.076370278409947756e-01,4.861973076404228766e-02,2.441485855672723138e-02,2.024173952195012782e-01
